id_x,created,asset_id,distance,origin_latitude,origin_longitude,origin_time_stamp,origin_address,destination_latitude,destination_longitude,destination_time_stamp,destination_address,created_day,created_week,created_month,created_year,created_dayofweek,duration_seconds,average_speed,id_y,make,model,year,make_category
gHMhQHw,2022-09-13 14:01:35.826000+00:00,f8nWgSg,223.70999999999998,-1.126397967338562,37.00339889526367,2022-09-13 14:01:34+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1264179944992065,37.00242233276367,2022-09-13 14:03:33+00:00,"A2, Kenyatta Road, Kiambu County, Kenya",Tuesday,37,9,2022,Weekday,119.00000000000001,6.767697478991595,f8nWgSg,PIAGGIO,,,small
LceNx0n,2022-09-13 10:18:58.564000+00:00,f8nWgSg,5430.780000000001,-1.1264179944992065,37.003379821777344,2022-09-13 10:18:55+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1259289979934692,37.003089904785156,2022-09-13 10:47:43+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Tuesday,37,9,2022,Weekday,1728.0,11.314125,f8nWgSg,PIAGGIO,,,small
2Kmg39N,2022-09-13 07:59:45.724000+00:00,f8nWgSg,10747.910000000002,-1.1257139444351196,37.00318145751953,2022-09-13 07:59:43+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",-1.126378059387207,37.00336456298828,2022-09-13 09:07:44+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Tuesday,37,9,2022,Weekday,4081.0000000000005,9.481126194560158,f8nWgSg,PIAGGIO,,,small
4QSd1MI,2022-09-13 06:07:12.975000+00:00,f8nWgSg,3404.78,-1.1422810554504395,37.01301193237305,2022-09-13 06:07:09+00:00,"Mugutha, Kiambu County, Kenya",-1.1263999938964844,37.003379821777344,2022-09-13 06:32:28+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Tuesday,37,9,2022,Weekday,1519.0,8.069261356155366,f8nWgSg,PIAGGIO,,,small
2eoxm0q,2022-09-10 15:51:28.254000+00:00,f8nWgSg,3454.9900000000002,-1.1264309883117676,37.00339126586914,2022-09-10 15:51:26+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1424609422683716,37.01313781738281,2022-09-10 16:18:14+00:00,"Mugutha, Kiambu County, Kenya",Saturday,36,9,2022,Weekend,1608.0,7.735052238805971,f8nWgSg,PIAGGIO,,,small
fFkrscP,2022-09-10 05:57:24.044000+00:00,f8nWgSg,3391.6099999999997,-1.1422100067138672,37.01310348510742,2022-09-10 05:57:22+00:00,"Mugutha, Kiambu County, Kenya",-1.126404047012329,37.003448486328125,2022-09-10 06:12:02+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Saturday,36,9,2022,Weekend,880.0,13.874768181818181,f8nWgSg,PIAGGIO,,,small
jqTCLFD,2022-09-09 16:02:46.803000+00:00,f8nWgSg,3497.7200000000007,-1.1261019706726074,37.003173828125,2022-09-09 16:02:42+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1424520015716553,37.01315689086914,2022-09-09 16:24:33+00:00,"Mugutha, Kiambu County, Kenya",Friday,36,9,2022,Weekday,1311.0,9.604723112128148,f8nWgSg,PIAGGIO,,,small
uvPwX09,2022-09-09 05:37:12.270000+00:00,f8nWgSg,4448.540000000002,-1.1423050165176392,37.0130615234375,2022-09-09 05:37:08+00:00,"Mugutha, Kiambu County, Kenya",-1.1264050006866455,37.00339126586914,2022-09-09 06:33:38+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Friday,36,9,2022,Weekday,3390.0,4.724113274336285,f8nWgSg,PIAGGIO,,,small
83GHQFp,2022-09-03 16:21:43.630000+00:00,f8nWgSg,421.37000000000006,-1.1411969661712646,37.01067352294922,2022-09-03 16:21:40+00:00,"Ruiru, Kiambu County, Kenya",-1.1424590349197388,37.01313018798828,2022-09-03 16:29:07+00:00,"Mugutha, Kiambu County, Kenya",Saturday,35,9,2022,Weekend,447.0,3.39358389261745,f8nWgSg,PIAGGIO,,,small
jT6CWA6,2022-09-03 15:52:54.900000+00:00,f8nWgSg,3023.290000000001,-1.1264170408248901,37.00345230102539,2022-09-03 15:52:53+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1412010192871094,37.010658264160156,2022-09-03 16:05:17+00:00,"Ruiru, Kiambu County, Kenya",Saturday,35,9,2022,Weekend,744.0,14.628822580645165,f8nWgSg,PIAGGIO,,,small
NVT4uv0,2022-09-03 12:35:03.113000+00:00,f8nWgSg,507.13000000000017,-1.1244029998779297,37.00566864013672,2022-09-03 12:34:59+00:00,"Thika Super Highway, Juja, Kiambu County, Kenya",-1.1264209747314453,37.0034065246582,2022-09-03 12:37:58+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Saturday,35,9,2022,Weekend,179.0,10.199262569832404,f8nWgSg,PIAGGIO,,,small
Joen0yI,2022-09-03 08:18:34.248000+00:00,f8nWgSg,1376.58,-1.1320079565048218,37.00151062011719,2022-09-03 08:18:29+00:00,"Juja, Kiambu County, Kenya",-1.124439001083374,37.00562286376953,2022-09-03 08:34:52+00:00,"Thika Super Highway, Juja, Kiambu County, Kenya",Saturday,35,9,2022,Weekend,983.0000000000001,5.041391658189216,f8nWgSg,PIAGGIO,,,small
fDDjSLd,2022-09-03 07:41:49.138000+00:00,f8nWgSg,923.2500000000001,-1.1263819932937622,37.00315856933594,2022-09-03 07:41:45+00:00,"14 A2, Kenyatta Road, Kiambu County, Kenya",-1.1321090459823608,37.0013542175293,2022-09-03 07:51:11+00:00,"Juja, Kiambu County, Kenya",Saturday,35,9,2022,Weekend,566.0,5.872261484098941,f8nWgSg,PIAGGIO,,,small
i7BbcuQ,2022-09-03 05:37:15.161000+00:00,f8nWgSg,3339.990000000001,-1.14171302318573,37.013160705566406,2022-09-03 05:37:12+00:00,"Mugutha, Kiambu County, Kenya",-1.1263970136642456,37.003143310546875,2022-09-03 06:10:28+00:00,"14 A2, Kenyatta Road, Kiambu County, Kenya",Saturday,35,9,2022,Weekend,1996.0000000000002,6.024030060120242,f8nWgSg,PIAGGIO,,,small
i7pHzru,2022-09-02 15:50:22.871000+00:00,f8nWgSg,3489.6200000000013,-1.126204013824463,37.003257751464844,2022-09-02 15:50:21+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1425130367279053,37.01313018798828,2022-09-02 16:10:42+00:00,"Ruiru, Kiambu County, Kenya",Friday,35,9,2022,Weekday,1221.0,10.2888058968059,f8nWgSg,PIAGGIO,,,small
i9p9Ueg,2022-09-02 07:23:35.385000+00:00,f8nWgSg,134.25,-1.1258790493011475,37.00311279296875,2022-09-02 07:23:31+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1262290477752686,37.003238677978516,2022-09-02 07:26:00+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Friday,35,9,2022,Weekday,149.0,3.2436241610738255,f8nWgSg,PIAGGIO,,,small
Us2CLOW,2022-09-02 06:44:51.861000+00:00,f8nWgSg,2317.700000000001,-1.1261379718780518,37.00320816040039,2022-09-02 06:44:48+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1258779764175415,37.00312805175781,2022-09-02 07:07:08+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Friday,35,9,2022,Weekday,1340.0,6.226656716417914,f8nWgSg,PIAGGIO,,,small
efldVlT,2022-09-02 05:32:37.931000+00:00,f8nWgSg,3559.089999999999,-1.1423369646072388,37.01307678222656,2022-09-02 05:32:34+00:00,"Mugutha, Kiambu County, Kenya",-1.1261570453643799,37.00323486328125,2022-09-02 05:54:54+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Friday,35,9,2022,Weekday,1340.0,9.561734328358206,f8nWgSg,PIAGGIO,,,small
IiEesqH,2022-09-01 15:47:42.980000+00:00,f8nWgSg,3493.6100000000006,-1.1261969804763794,37.003211975097656,2022-09-01 15:47:40+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1425269842147827,37.01297378540039,2022-09-01 16:14:28+00:00,"Ruiru, Kiambu County, Kenya",Thursday,35,9,2022,Weekday,1608.0,7.821514925373136,f8nWgSg,PIAGGIO,,,small
YvNhSGz,2022-09-01 12:18:34.949000+00:00,f8nWgSg,2805.27,-1.1099300384521484,36.995880126953125,2022-09-01 12:18:32+00:00,"Juja, Kiambu County, Kenya",-1.1260989904403687,37.00310516357422,2022-09-01 12:25:59+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",Thursday,35,9,2022,Weekday,447.0,22.592778523489933,f8nWgSg,PIAGGIO,,,small
bn6d0nr,2022-09-01 11:54:57.131000+00:00,f8nWgSg,2934.89,-1.1260789632797241,37.003089904785156,2022-09-01 11:54:54+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",-1.109523057937622,36.99599838256836,2022-09-01 12:05:19+00:00,"Juja, Kiambu County, Kenya",Thursday,35,9,2022,Weekday,625.0,16.9049664,f8nWgSg,PIAGGIO,,,small
vGTTXA8,2022-09-01 11:14:14.401000+00:00,f8nWgSg,2813.3500000000004,-1.1097960472106934,36.99580383300781,2022-09-01 11:14:11+00:00,"Juja, Kiambu County, Kenya",-1.1261810064315796,37.0031623840332,2022-09-01 11:33:03+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Thursday,35,9,2022,Weekday,1132.0,8.947049469964666,f8nWgSg,PIAGGIO,,,small
TPQAgmb,2022-09-01 09:39:13.265000+00:00,f8nWgSg,2977.66,-1.126086950302124,37.00320816040039,2022-09-01 09:39:11+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.109611988067627,36.995975494384766,2022-09-01 09:48:07+00:00,"Juja, Kiambu County, Kenya",Thursday,35,9,2022,Weekday,536.0,19.999208955223878,f8nWgSg,PIAGGIO,,,small
qkrX01X,2022-09-01 09:08:02.367000+00:00,f8nWgSg,2828.609999999999,-1.1095420122146606,36.99604415893555,2022-09-01 09:07:59+00:00,"Juja, Kiambu County, Kenya",-1.1260169744491577,37.00321578979492,2022-09-01 09:20:49+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Thursday,35,9,2022,Weekday,770.0,13.224670129870127,f8nWgSg,PIAGGIO,,,small
1IP3k9J,2022-09-01 07:21:49.057000+00:00,f8nWgSg,2978.1500000000005,-1.1261600255966187,37.00323486328125,2022-09-01 07:21:47+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1095600128173828,36.995933532714844,2022-09-01 07:40:09+00:00,"Juja, Kiambu County, Kenya",Thursday,35,9,2022,Weekday,1102.0,9.728983666061708,f8nWgSg,PIAGGIO,,,small
EYItHXL,2022-09-01 04:52:54.087000+00:00,f8nWgSg,3615.8099999999995,-1.1424449682235718,37.01304244995117,2022-09-01 04:52:51+00:00,"Mugutha, Kiambu County, Kenya",-1.1261539459228516,37.00320816040039,2022-09-01 05:29:33+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Thursday,35,9,2022,Weekday,2202.0,5.9114059945504085,f8nWgSg,PIAGGIO,,,small
CH6dJJU,2022-08-31 16:33:23.574000+00:00,f8nWgSg,1871.8200000000004,-1.1471649408340454,37.022186279296875,2022-08-31 16:33:20+00:00,"Ruiru, Kiambu County, Kenya",-1.1424980163574219,37.013187408447266,2022-08-31 16:45:15+00:00,"Ruiru, Kiambu County, Kenya",Wednesday,35,8,2022,Weekday,715.0,9.424548251748254,f8nWgSg,PIAGGIO,,,small
gPLQA39,2022-08-31 15:41:30.514000+00:00,f8nWgSg,5530.1699999999955,-1.1265469789505005,37.00345230102539,2022-08-31 15:41:27+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1472280025482178,37.02214813232422,2022-08-31 16:18:41+00:00,"Ruiru, Kiambu County, Kenya",Wednesday,35,8,2022,Weekday,2234.0,8.911643688451202,f8nWgSg,PIAGGIO,,,small
8dCKou2,2022-08-31 13:48:35.351000+00:00,f8nWgSg,3116.3500000000013,-1.1045900583267212,37.01510238647461,2022-08-31 13:48:33+00:00,"Juja, Kiambu County, Kenya",-1.1264400482177734,37.00342559814453,2022-08-31 14:05:26+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Wednesday,35,8,2022,Weekday,1013.0000000000001,11.074886475814417,f8nWgSg,PIAGGIO,,,small
seAhuwA,2022-08-31 12:56:21.732000+00:00,f8nWgSg,3077.120000000001,-1.126389980316162,37.003150939941406,2022-08-31 12:56:17+00:00,"14 A2, Kenyatta Road, Kiambu County, Kenya",-1.1046409606933594,37.01513671875,2022-08-31 13:12:40+00:00,"Juja, Kiambu County, Kenya",Wednesday,35,8,2022,Weekday,983.0000000000001,11.269208545269585,f8nWgSg,PIAGGIO,,,small
4lmI5k1,2022-08-31 11:27:27.178000+00:00,f8nWgSg,607.0700000000002,-1.1262129545211792,37.00322723388672,2022-08-31 11:27:23+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1260989904403687,37.00312423706055,2022-08-31 11:38:48+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",Wednesday,35,8,2022,Weekday,685.0,3.19044087591241,f8nWgSg,PIAGGIO,,,small
yVkiFnA,2022-08-31 09:18:14.888000+00:00,f8nWgSg,1135.9599999999998,-1.132045030593872,37.00010299682617,2022-08-31 09:18:12+00:00,"Juja, Kiambu County, Kenya",-1.1261520385742188,37.00320816040039,2022-08-31 09:28:08+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Wednesday,35,8,2022,Weekday,596.0,6.861503355704698,f8nWgSg,PIAGGIO,,,small
aHIFugx,2022-08-31 08:36:03.096000+00:00,f8nWgSg,1176.9399999999996,-1.1261630058288574,37.003173828125,2022-08-31 08:36:00+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1319160461425781,36.999935150146484,2022-08-31 08:43:57+00:00,"Juja, Kiambu County, Kenya",Wednesday,35,8,2022,Weekday,477.00000000000006,8.882566037735845,f8nWgSg,PIAGGIO,,,small
Lgbpplz,2022-08-31 07:45:59.633000+00:00,f8nWgSg,6204.779999999999,-1.1262929439544678,37.00327682495117,2022-08-31 07:45:55+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1260809898376465,37.00314712524414,2022-08-31 08:23:24+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",Wednesday,35,8,2022,Weekday,2249.0,9.932062249888837,f8nWgSg,PIAGGIO,,,small
RwOKgjf,2022-08-31 05:45:08.841000+00:00,f8nWgSg,3463.479999999999,-1.142335057258606,37.01311111450195,2022-08-31 05:45:04+00:00,"Mugutha, Kiambu County, Kenya",-1.126255989074707,37.00328063964844,2022-08-31 06:00:57+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Wednesday,35,8,2022,Weekday,953.0000000000001,13.083450157397687,f8nWgSg,PIAGGIO,,,small
dC0p4qg,2022-08-30 17:16:58.864000+00:00,f8nWgSg,5596.7,-1.1259549856185913,37.003116607666016,2022-08-30 17:16:55+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1424720287322998,37.01311111450195,2022-08-30 17:58:07+00:00,"Mugutha, Kiambu County, Kenya",Tuesday,35,8,2022,Weekday,2472.0,8.150533980582525,f8nWgSg,PIAGGIO,,,small
wYItpe5,2022-08-30 13:44:35.343000+00:00,f8nWgSg,2843.070000000001,-1.1095750331878662,36.99595260620117,2022-08-30 13:44:31+00:00,"Juja, Kiambu County, Kenya",-1.1261379718780518,37.00322723388672,2022-08-30 14:01:24+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Tuesday,35,8,2022,Weekday,1013.0000000000001,10.103703849950644,f8nWgSg,PIAGGIO,,,small
vbUH0Ir,2022-08-30 13:15:53.508000+00:00,f8nWgSg,2795.4800000000005,-1.126142978668213,37.00313186645508,2022-08-30 13:15:49+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1096090078353882,36.996063232421875,2022-08-30 13:24:45+00:00,"Juja, Kiambu County, Kenya",Tuesday,35,8,2022,Weekday,536.0,18.77561194029851,f8nWgSg,PIAGGIO,,,small
RdOvGi4,2022-08-30 12:31:25.731000+00:00,f8nWgSg,1843.8699999999997,-1.1260700225830078,37.00318145751953,2022-08-30 12:31:21+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.126086950302124,37.003143310546875,2022-08-30 12:51:13+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",Tuesday,35,8,2022,Weekday,1192.0,5.568734899328858,f8nWgSg,PIAGGIO,,,small
CdUgqdg,2022-08-30 11:53:26.063000+00:00,f8nWgSg,2815.2000000000003,-1.1098660230636597,36.99596405029297,2022-08-30 11:53:23+00:00,"Juja, Kiambu County, Kenya",-1.126062035560608,37.00313949584961,2022-08-30 12:01:49+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Tuesday,35,8,2022,Weekday,506.00000000000006,20.029090909090908,f8nWgSg,PIAGGIO,,,small
lrxDRPE,2022-08-30 09:35:31.337000+00:00,f8nWgSg,2794.1000000000004,-1.1260989904403687,37.00315856933594,2022-08-30 09:35:29+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",-1.1098999977111816,36.99591827392578,2022-08-30 09:45:24+00:00,"Juja, Kiambu County, Kenya",Tuesday,35,8,2022,Weekday,595.0,16.90547899159664,f8nWgSg,PIAGGIO,,,small
6iY73zu,2022-08-30 06:07:02.702000+00:00,f8nWgSg,3454.000000000001,-1.1420890092849731,37.013206481933594,2022-08-30 06:06:58+00:00,"Mugutha, Kiambu County, Kenya",-1.1262179613113403,37.00325012207031,2022-08-30 06:27:19+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Tuesday,35,8,2022,Weekday,1221.0,10.183783783783786,f8nWgSg,PIAGGIO,,,small
8Fmeth4,2022-08-27 15:45:27.717000+00:00,f8nWgSg,3486.1400000000003,-1.1261470317840576,37.00321578979492,2022-08-27 15:45:23+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.142406940460205,37.01318359375,2022-08-27 16:11:12+00:00,"Mugutha, Kiambu County, Kenya",Saturday,34,8,2022,Weekend,1549.0,8.102068431245966,f8nWgSg,PIAGGIO,,,small
u3mKHUT,2022-08-27 10:50:15.657000+00:00,f8nWgSg,527.72,-1.1241799592971802,37.00556182861328,2022-08-27 10:50:12+00:00,"Thika Super Highway, Juja, Kiambu County, Kenya",-1.126173973083496,37.00321578979492,2022-08-27 11:03:07+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Saturday,34,8,2022,Weekend,775.0,2.4513445161290326,f8nWgSg,PIAGGIO,,,small
ImOAdx2,2022-08-27 08:21:44.572000+00:00,f8nWgSg,1006.8,-1.1261520385742188,37.003170013427734,2022-08-27 08:21:40+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1245750188827515,37.0056266784668,2022-08-27 08:25:39+00:00,"Kenyatta Road, Ngenda, Kiambu County, Kenya",Saturday,34,8,2022,Weekend,239.00000000000003,15.165188284518825,f8nWgSg,PIAGGIO,,,small
Hsb7wqc,2022-08-27 06:37:21.956000+00:00,f8nWgSg,3072.7500000000005,-1.104612946510315,37.015132904052734,2022-08-27 06:37:20+00:00,"Juja, Kiambu County, Kenya",-1.1260429620742798,37.003108978271484,2022-08-27 06:47:45+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",Saturday,34,8,2022,Weekend,625.0,17.69904,f8nWgSg,PIAGGIO,,,small
hTD2bSQ,2022-08-27 05:46:19.618000+00:00,f8nWgSg,3088.3900000000003,-1.126328945159912,37.00324630737305,2022-08-27 05:46:17+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1046110391616821,37.015098571777344,2022-08-27 06:05:39+00:00,"Juja, Kiambu County, Kenya",Saturday,34,8,2022,Weekend,1162.0,9.568161790017214,f8nWgSg,PIAGGIO,,,small
VAxIHPc,2022-08-27 03:57:41.890000+00:00,f8nWgSg,3387.7700000000004,-1.1423569917678833,37.01301956176758,2022-08-27 03:57:40+00:00,"Mugutha, Kiambu County, Kenya",-1.126220941543579,37.00303649902344,2022-08-27 04:19:01+00:00,"14 A2, Kenyatta Road, Kiambu County, Kenya",Saturday,34,8,2022,Weekend,1281.0,9.520665105386419,f8nWgSg,PIAGGIO,,,small
dcSKPEK,2022-08-26 15:36:12.294000+00:00,f8nWgSg,3510.3000000000015,-1.1261789798736572,37.00318908691406,2022-08-26 15:36:09+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",-1.1426429748535156,37.013084411621094,2022-08-26 15:59:59+00:00,"Ruiru, Kiambu County, Kenya",Friday,34,8,2022,Weekday,1430.0,8.837118881118885,f8nWgSg,PIAGGIO,,,small
jEgfHhe,2022-08-26 06:10:42.374000+00:00,f8nWgSg,5200.860000000002,-1.1394139528274536,37.02170944213867,2022-08-26 06:10:37+00:00,"Ruiru, Kiambu County, Kenya",-1.126086950302124,37.00313186645508,2022-08-26 06:48:50+00:00,"14 Thika Super Highway, Kenyatta Road, Kiambu County, Kenya",Friday,34,8,2022,Weekday,2293.0,8.165327518534674,f8nWgSg,PIAGGIO,,,small
cnX3vcq,2022-08-26 05:32:39.579000+00:00,f8nWgSg,1313.2499999999998,-1.1471550464630127,37.02214431762695,2022-08-26 05:32:35+00:00,"Ruiru, Kiambu County, Kenya",-1.1394779682159424,37.02170181274414,2022-08-26 05:43:30+00:00,"Ruiru, Kiambu County, Kenya",Friday,34,8,2022,Weekday,655.0,7.217862595419846,f8nWgSg,PIAGGIO,,,small
fbwsZK5,2022-08-26 04:32:43.628000+00:00,f8nWgSg,1850.25,-1.1423259973526,37.01340103149414,2022-08-26 04:32:41+00:00,"Mugutha, Kiambu County, Kenya",-1.1471489667892456,37.022178649902344,2022-08-26 04:48:34+00:00,"Ruiru, Kiambu County, Kenya",Friday,34,8,2022,Weekday,953.0000000000001,6.9894018887722975,f8nWgSg,PIAGGIO,,,small
hixWV57,2022-08-25 15:45:53.632000+00:00,f8nWgSg,3467.410000000002,-1.126423954963684,37.003273010253906,2022-08-25 15:45:50+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.142495036125183,37.01312255859375,2022-08-25 16:05:42+00:00,"Ruiru, Kiambu County, Kenya",Thursday,34,8,2022,Weekday,1192.0,10.472043624161081,f8nWgSg,PIAGGIO,,,small
bfQlTmT,2022-08-25 04:06:02.112000+00:00,f8nWgSg,3503.2399999999993,-1.142475962638855,37.01306915283203,2022-08-25 04:05:56+00:00,"Ruiru, Kiambu County, Kenya",-1.1260679960250854,37.0031623840332,2022-08-25 04:21:50+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Thursday,34,8,2022,Weekday,954.0000000000001,13.219773584905656,f8nWgSg,PIAGGIO,,,small
N3Oys8c,2022-08-24 16:10:34.498000+00:00,f8nWgSg,3709.88,-1.1261850595474243,37.00321578979492,2022-08-24 16:10:30+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.142516016960144,37.01311111450195,2022-08-24 16:29:22+00:00,"Ruiru, Kiambu County, Kenya",Wednesday,34,8,2022,Weekday,1132.0,11.798204946996467,f8nWgSg,PIAGGIO,,,small
c6RKKOU,2022-08-24 04:33:29.893000+00:00,f8nWgSg,3465.1099999999997,-1.1423089504241943,37.013118743896484,2022-08-24 04:33:27+00:00,"Mugutha, Kiambu County, Kenya",-1.1262480020523071,37.00326919555664,2022-08-24 05:01:15+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Wednesday,34,8,2022,Weekday,1668.0,7.478654676258992,f8nWgSg,PIAGGIO,,,small
QbmJQua,2022-08-23 15:45:32.347000+00:00,f8nWgSg,3488.7000000000016,-1.1261869668960571,37.00322723388672,2022-08-23 15:45:29+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1424709558486938,37.01315689086914,2022-08-23 16:07:50+00:00,"Mugutha, Kiambu County, Kenya",Tuesday,34,8,2022,Weekday,1341.0,9.365637583892623,f8nWgSg,PIAGGIO,,,small
t6OYvm6,2022-08-23 04:41:25.572000+00:00,f8nWgSg,3440.8699999999985,-1.1423239707946777,37.013126373291016,2022-08-23 04:41:20+00:00,"Mugutha, Kiambu County, Kenya",-1.1261470317840576,37.00321960449219,2022-08-23 04:58:12+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Tuesday,34,8,2022,Weekday,1012.0000000000001,12.240249011857701,f8nWgSg,PIAGGIO,,,small
fZ7DkpF,2022-08-21 16:18:34.578000+00:00,f8nWgSg,1877.3499999999997,-1.1423070430755615,37.01311111450195,2022-08-21 16:18:27+00:00,"Mugutha, Kiambu County, Kenya",-1.142462968826294,37.01315689086914,2022-08-21 16:43:17+00:00,"Mugutha, Kiambu County, Kenya",Sunday,33,8,2022,Weekend,1490.0,4.535879194630872,f8nWgSg,PIAGGIO,,,small
wHjlymk,2022-08-21 15:26:23.181000+00:00,f8nWgSg,6804.769999999995,-1.1721709966659546,37.04851531982422,2022-08-21 15:26:17+00:00,"Ruiru, Kiambu County, Kenya",-1.1424349546432495,37.01311111450195,2022-08-21 16:07:29+00:00,"Mugutha, Kiambu County, Kenya",Sunday,33,8,2022,Weekend,2472.0,9.909859223300964,f8nWgSg,PIAGGIO,,,small
VNWVfi7,2022-08-21 12:21:12.866000+00:00,f8nWgSg,6716.169999999993,-1.1423799991607666,37.013099670410156,2022-08-21 12:21:11+00:00,"Mugutha, Kiambu County, Kenya",-1.172199010848999,37.04853057861328,2022-08-21 13:03:23+00:00,"Ruiru, Kiambu County, Kenya",Sunday,33,8,2022,Weekend,2532.0,9.549056872037905,f8nWgSg,PIAGGIO,,,small
9grMWXM,2022-08-20 16:00:01.389000+00:00,f8nWgSg,3488.4799999999996,-1.1261769533157349,37.00324249267578,2022-08-20 15:59:58+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1424700021743774,37.013160705566406,2022-08-20 16:16:51+00:00,"Mugutha, Kiambu County, Kenya",Saturday,33,8,2022,Weekend,1013.0000000000001,12.397362290227045,f8nWgSg,PIAGGIO,,,small
yNMDvOm,2022-08-20 10:57:33.878000+00:00,f8nWgSg,3103.9000000000005,-1.104640007019043,37.01512145996094,2022-08-20 10:57:31+00:00,"Juja, Kiambu County, Kenya",-1.126391053199768,37.00322723388672,2022-08-20 11:08:26+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",Saturday,33,8,2022,Weekend,655.0,17.05960305343512,f8nWgSg,PIAGGIO,,,small
AjwvTQR,2022-08-20 10:17:53.947000+00:00,f8nWgSg,3086.919999999999,-1.126343011856079,37.003257751464844,2022-08-20 10:17:52+00:00,"14 Thika Super Hwy, Kenyatta Road, Kenya",-1.1046350002288818,37.015140533447266,2022-08-20 10:34:15+00:00,"Juja, Kiambu County, Kenya",Saturday,33,8,2022,Weekend,983.0000000000001,11.305098677517798,f8nWgSg,PIAGGIO,,,small
3U4fU3p,2022-08-20 04:33:25.254000+00:00,f8nWgSg,3393.6600000000003,-1.1420409679412842,37.01372528076172,2022-08-20 04:33:22+00:00,"Ruiru, Kiambu County, Kenya",-1.1261969804763794,37.003055572509766,2022-08-20 04:55:42+00:00,"14 A2, Kenyatta Road, Kiambu County, Kenya",Saturday,33,8,2022,Weekend,1340.0,9.11729552238806,f8nWgSg,PIAGGIO,,,small
